number,value,datetime_start,datetime_complete,duration,params_C,params_epsilon,user_attrs_cv_scores,user_attrs_cv_std,user_attrs_params,state,kernel,params_gamma_mode,params_gamma_type,params_gamma_value,params_coef0,params_degree,params_gamma_value 
27,0.13773760587605283,2025-09-22 02:19:51.598233,2025-09-22 02:19:51.602254,0 days 00:00:00.004021,0.0012783728300549072,0.0059994003629125865,"[0.2052486478936606, 0.24899694224733082, 0.20042910866608488, -0.00012378560358072832, 0.03413711617676851]",0.10060360825813881,"{'kernel': 'poly', 'C': 0.0012783728300549072, 'degree': 2, 'coef0': 4.712491542807767, 'gamma': 'scale', 'epsilon': 0.0059994003629125865}",COMPLETE,poly,scale,auto,,4.712491542807767,2.0,
28,0.9376848976173244,2025-09-22 02:19:51.602506,2025-09-22 02:19:51.607627,0 days 00:00:00.005121,0.29732359597314434,0.1499746510251259,"[0.9239618984524366, 0.9299555525614729, 0.9553612340243479, 0.9378059078819723, 0.9413398951663925]",0.01071344949504161,"{'kernel': 'poly', 'C': 0.29732359597314434, 'degree': 4, 'coef0': 3.3531574177000425, 'gamma': 0.059582619343921686, 'epsilon': 0.1499746510251259}",COMPLETE,poly,,manual,0.059582619343921686,3.3531574177000425,4.0,
29,0.9204447262690693,2025-09-22 02:19:51.607892,2025-09-22 02:19:51.612639,0 days 00:00:00.004747,5.194334170917595,0.2865077545367591,"[0.9163509324188388, 0.9312019881514524, 0.9271395413899854, 0.8952707303362266, 0.9322604390488427]",0.013788687541013358,"{'kernel': 'poly', 'C': 5.194334170917595, 'degree': 4, 'coef0': 3.314635006322579, 'gamma': 0.03596296113145455, 'epsilon': 0.2865077545367591}",COMPLETE,poly,,manual,0.03596296113145455,3.314635006322579,4.0,
30,0.2101376818938153,2025-09-22 02:19:51.612984,2025-09-22 02:19:51.616915,0 days 00:00:00.003931,0.4363011780300158,0.4176612504108901,"[0.7015224455197973, -0.3305567933813416, -0.20608957435957875, 0.43733333360746607, 0.4484789980827335]",0.4038512294212621,"{'kernel': 'poly', 'C': 0.4363011780300158, 'degree': 5, 'coef0': 0.9614602827907563, 'gamma': 3.111598748930336, 'epsilon': 0.4176612504108901}",COMPLETE,poly,,manual,3.111598748930336,0.9614602827907563,5.0,
31,0.9317683930373235,2025-09-22 02:19:51.617139,2025-09-22 02:19:51.621736,0 days 00:00:00.004597,0.04305661390140112,0.11434438424754081,"[0.9241506654591148, 0.921318344453553, 0.9649212785300492, 0.9133011047414706, 0.9351505720024298]",0.01799348202492723,"{'kernel': 'poly', 'C': 0.04305661390140112, 'degree': 4, 'coef0': 7.270124884143546, 'gamma': 0.03245449130351683, 'epsilon': 0.11434438424754081}",COMPLETE,poly,,manual,0.03245449130351683,7.270124884143546,4.0,
32,0.8465937420039257,2025-09-22 02:19:51.621984,2025-09-22 02:19:51.628190,0 days 00:00:00.006206,0.22553384679123778,0.05324840505071788,"[0.7950669102596946, 0.8820408815358632, 0.8449993963027491, 0.7579916950199412, 0.9528698269013803]",0.06791021275138666,"{'kernel': 'poly', 'C': 0.22553384679123778, 'degree': 4, 'coef0': 2.103354193887549, 'gamma': 1.072834768334769, 'epsilon': 0.05324840505071788}",COMPLETE,poly,,manual,1.072834768334769,2.103354193887549,4.0,
33,0.757694079012259,2025-09-22 02:19:51.628441,2025-09-22 02:19:51.632175,0 days 00:00:00.003734,0.009468205839659094,0.18268947121178325,"[0.767624120284031, 0.8003004809433469, 0.8216290959845027, 0.7277780477720754, 0.6711386500773393]",0.05364402819267989,"{'kernel': 'poly', 'C': 0.009468205839659094, 'degree': 3, 'coef0': 5.768752222057466, 'gamma': 0.027474635045424335, 'epsilon': 0.18268947121178325}",COMPLETE,poly,,manual,0.027474635045424335,5.768752222057466,3.0,
34,0.9135294652778525,2025-09-22 02:19:51.632411,2025-09-22 02:19:51.638188,0 days 00:00:00.005777,2.526711216728477,0.04492965358111355,"[0.9203571069706978, 0.9249943007132112, 0.9448957445096678, 0.8692918277009719, 0.9081083464947138]",0.025092866407560074,"{'kernel': 'poly', 'C': 2.526711216728477, 'degree': 4, 'coef0': 4.545786034545325, 'gamma': 0.005143025929609167, 'epsilon': 0.04492965358111355}",COMPLETE,poly,,manual,0.005143025929609167,4.545786034545325,4.0,
35,0.13831334230991674,2025-09-22 02:19:51.638427,2025-09-22 02:19:51.642632,0 days 00:00:00.004205,0.5566933090074871,0.02127389054443356,"[0.21521932965210544, 0.25943395009652914, 0.21675085758292345, -0.012586975119982968, 0.012749549338008648]",0.11425790845960304,"{'kernel': 'poly', 'C': 0.5566933090074871, 'degree': 3, 'coef0': 1.2969223344166145, 'gamma': 0.0011371975112608604, 'epsilon': 0.02127389054443356}",COMPLETE,poly,,manual,0.0011371975112608604,1.2969223344166145,3.0,
36,0.8152655516975911,2025-09-22 02:19:51.642866,2025-09-22 02:19:51.646692,0 days 00:00:00.003826,17.002880605153454,0.5294171066379617,"[0.8570663744702209, 0.905740854272266, 0.777203091959822, 0.6960010919446291, 0.8403163458410173]",0.07243396116342016,"{'kernel': 'poly', 'C': 17.002880605153454, 'degree': 4, 'coef0': 0.47501295809505006, 'gamma': 0.06102125168693365, 'epsilon': 0.5294171066379617}",COMPLETE,poly,,manual,0.06102125168693365,0.47501295809505006,4.0,
37,0.9488513374023002,2025-09-22 02:19:51.646897,2025-09-22 02:19:51.651173,0 days 00:00:00.004276,0.03310552610217494,0.1420921892000485,"[0.947519951863152, 0.9454005412603343, 0.9633345627674729, 0.9474870332394884, 0.9405145978810537]",0.007678632041443565,"{'kernel': 'poly', 'C': 0.03310552610217494, 'degree': 4, 'coef0': 3.557770700359621, 'gamma': 'scale', 'epsilon': 0.1420921892000485}",COMPLETE,poly,scale,auto,,3.557770700359621,4.0,
38,0.9276490048222117,2025-09-22 02:19:51.651374,2025-09-22 02:19:51.655998,0 days 00:00:00.004624,0.10724804671114913,0.12950237342724757,"[0.9591969686697532, 0.9675481091600193, 0.9529858546424169, 0.8235032898675305, 0.9350108017713386]",0.05315956077026701,"{'kernel': 'poly', 'C': 0.10724804671114913, 'degree': 4, 'coef0': 3.617570729750818, 'gamma': 0.6108230193934214, 'epsilon': 0.12950237342724757}",COMPLETE,poly,,manual,0.6108230193934214,3.617570729750818,4.0,
39,0.9119224474820781,2025-09-22 02:19:51.656266,2025-09-22 02:19:51.660096,0 days 00:00:00.003830,0.0029998337731831303,0.27310686512436827,"[0.9397043848250397, 0.9396801924928908, 0.9143999370980146, 0.8298809432164584, 0.9359467797779867]",0.042086680481692874,"{'kernel': 'poly', 'C': 0.0029998337731831303, 'degree': 4, 'coef0': 2.7402269994248423, 'gamma': 'auto', 'epsilon': 0.27310686512436827}",COMPLETE,poly,auto,auto,,2.7402269994248423,4.0,
40,0.9286526011412111,2025-09-22 02:19:51.660311,2025-09-22 02:19:51.664359,0 days 00:00:00.004048,0.03923779687571562,0.03326204312735139,"[0.9472693676480816, 0.8874031557372138, 0.9534121280116608, 0.9075937479602062, 0.9475846063488933]",0.026317412603217776,"{'kernel': 'poly', 'C': 0.03923779687571562, 'degree': 5, 'coef0': 2.008072472159212, 'gamma': 0.12213111706123037, 'epsilon': 0.03326204312735139}",COMPLETE,poly,,manual,0.12213111706123037,2.008072472159212,5.0,
41,0.9411731215998655,2025-09-22 02:19:51.664565,2025-09-22 02:19:51.668358,0 days 00:00:00.003793,0.0161314056159797,0.13936707731013653,"[0.9337746379860643, 0.9371612619970712, 0.9616295433379911, 0.9248587033842757, 0.9484414612939259]",0.012714454539662325,"{'kernel': 'poly', 'C': 0.0161314056159797, 'degree': 3, 'coef0': 3.6975801867336773, 'gamma': 'scale', 'epsilon': 0.13936707731013653}",COMPLETE,poly,scale,auto,,3.6975801867336773,3.0,
42,0.9296244017377117,2025-09-22 02:19:51.668563,2025-09-22 02:19:51.672601,0 days 00:00:00.004038,0.01589863385894276,0.2510106446634963,"[0.9198586292046272, 0.9393291425586057, 0.9408643710562647, 0.9044157901048124, 0.9436540757642482]",0.015153844869206649,"{'kernel': 'poly', 'C': 0.01589863385894276, 'degree': 4, 'coef0': 3.5853528543583675, 'gamma': 'scale', 'epsilon': 0.2510106446634963}",COMPLETE,poly,scale,auto,,3.5853528543583675,4.0,
43,0.9151411723624736,2025-09-22 02:19:51.672860,2025-09-22 02:19:51.676687,0 days 00:00:00.003827,0.006995020845798713,0.14660235014907289,"[0.931937486229105, 0.9348862184463212, 0.922576309956558, 0.8544414651128932, 0.9318643820674908]",0.030631305810968533,"{'kernel': 'poly', 'C': 0.006995020845798713, 'degree': 3, 'coef0': 3.1861561111143324, 'gamma': 'scale', 'epsilon': 0.14660235014907289}",COMPLETE,poly,scale,auto,,3.1861561111143324,3.0,
44,0.7138608643076045,2025-09-22 02:19:51.676912,2025-09-22 02:19:51.680640,0 days 00:00:00.003728,0.002365159688850809,0.5669461173291068,"[0.8218761162168919, 0.8484388636483164, 0.687184593748049, 0.490600613110619, 0.7212041348141467]",0.1267984379626306,"{'kernel': 'poly', 'C': 0.002365159688850809, 'degree': 3, 'coef0': 3.865341358476248, 'gamma': 'scale', 'epsilon': 0.5669461173291068}",COMPLETE,poly,scale,auto,,3.865341358476248,3.0,
45,0.9413302996598771,2025-09-22 02:19:51.680863,2025-09-22 02:19:51.685025,0 days 00:00:00.004162,0.18150492007424693,0.20489223461155817,"[0.9241543205334092, 0.9470386432452176, 0.9480098500057125, 0.9338962705165359, 0.9535524139985105]",0.01074114245761953,"{'kernel': 'poly', 'C': 0.18150492007424693, 'degree': 4, 'coef0': 4.483791079817223, 'gamma': 'scale', 'epsilon': 0.20489223461155817}",COMPLETE,poly,scale,auto,,4.483791079817223,4.0,
46,0.9231355357807868,2025-09-22 02:19:51.685225,2025-09-22 02:19:51.689007,0 days 00:00:00.003782,0.13767013117181706,0.2565212568272932,"[0.9103795030395819, 0.9351145004054439, 0.9369068824359924, 0.8924985607612133, 0.9407782322617023]",0.018685560901075465,"{'kernel': 'poly', 'C': 0.13767013117181706, 'degree': 3, 'coef0': 4.435071758464114, 'gamma': 'scale', 'epsilon': 0.2565212568272932}",COMPLETE,poly,scale,auto,,4.435071758464114,3.0,
47,0.9143446168825118,2025-09-22 02:19:51.689204,2025-09-22 02:19:51.696636,0 days 00:00:00.007432,0.057998462877118816,0.0970937803497868,"[0.9540595056670401, 0.9297137172637953, 0.9630163630866432, 0.8490423662037231, 0.8758911321913573]",0.04455440482121832,"{'kernel': 'poly', 'C': 0.057998462877118816, 'degree': 4, 'coef0': 4.951571282686199, 'gamma': 'scale', 'epsilon': 0.0970937803497868}",COMPLETE,poly,scale,auto,,4.951571282686199,4.0,
48,0.9343519581328359,2025-09-22 02:19:51.696910,2025-09-22 02:19:51.700765,0 days 00:00:00.003855,0.019523130496717344,0.05137891863503032,"[0.9389948914350856, 0.9335831594960142, 0.9603941970086773, 0.8967431677666402, 0.9420443749577619]",0.020851572967411188,"{'kernel': 'poly', 'C': 0.019523130496717344, 'degree': 3, 'coef0': 2.4773101304846907, 'gamma': 'scale', 'epsilon': 0.05137891863503032}",COMPLETE,poly,scale,auto,,2.4773101304846907,3.0,
49,0.9494406971787323,2025-09-22 02:19:51.700981,2025-09-22 02:19:51.704832,0 days 00:00:00.003851,170.4971037435674,0.20692892002735347,"[0.943835045852617, 0.955415465707414, 0.9448301309433085, 0.9420882349528286, 0.9610346084374928]",0.007441182511293317,"{'kernel': 'poly', 'C': 170.4971037435674, 'degree': 4, 'coef0': 1.6780479417526968, 'gamma': 'scale', 'epsilon': 0.20692892002735347}",COMPLETE,poly,scale,auto,,1.6780479417526968,4.0,
0,-0.08785364743289023,2025-09-22 02:19:51.712174,2025-09-22 02:19:51.714282,0 days 00:00:00.002108,1.037705549711512,0.00037982145084532605,"[-0.007869195399019091, 0.01470022251768699, 0.011830975751044304, -0.20923792423776244, -0.24869231579640094]",0.11615080955784232,"{'kernel': 'sigmoid', 'C': 1.037705549711512, 'coef0': 0.5147875124998935, 'gamma': 0.0002737608521191864, 'epsilon': 0.00037982145084532605}",COMPLETE,sigmoid,,manual,,0.5147875124998935,,0.0002737608521191864
1,-0.10755847187126336,2025-09-22 02:19:51.714466,2025-09-22 02:19:51.716326,0 days 00:00:00.001860,0.8644035895206825,0.0008923807143379785,"[-0.027972993762158227, -0.0059840215190389845, -0.004938108924788187, -0.22819475641066833, -0.270702478739663]",0.11691983262562973,"{'kernel': 'sigmoid', 'C': 0.8644035895206825, 'coef0': 9.856504541106007, 'gamma': 0.37129379546378294, 'epsilon': 0.0008923807143379785}",COMPLETE,sigmoid,,manual,,9.856504541106007,,0.37129379546378294
2,-0.0245852939592597,2025-09-22 02:19:51.716517,2025-09-22 02:19:51.718367,0 days 00:00:00.001850,23.40443124189262,0.00022969898716342104,"[0.057801386434331414, 0.08257199731536424, 0.06652936546659871, -0.15368069748549562, -0.17614852152709726]",0.11507316499015945,"{'kernel': 'sigmoid', 'C': 23.40443124189262, 'coef0': 3.677831327192532, 'gamma': 0.01639260991832771, 'epsilon': 0.00022969898716342104}",COMPLETE,sigmoid,,manual,,3.677831327192532,,0.01639260991832771
3,-390.28488126433507,2025-09-22 02:19:51.718542,2025-09-22 02:19:51.720769,0 days 00:00:00.002227,102.75784161907372,0.0001165068111898614,"[-450.6751102504794, -539.5232044106041, -19.156607163141295, -528.5734741792941, -413.49601031815655]",191.4772801834162,"{'kernel': 'sigmoid', 'C': 102.75784161907372, 'coef0': 3.2078006497173583, 'gamma': 'auto', 'epsilon': 0.0001165068111898614}",COMPLETE,sigmoid,auto,auto,,3.2078006497173583,,
4,-0.7665626473299234,2025-09-22 02:19:51.720988,2025-09-22 02:19:51.723268,0 days 00:00:00.002280,1.1818390883060221,0.5583672722754819,"[-0.5356849272248345, -0.40595228233953384, 0.46290789674061683, -1.1563997322983668, -2.1976841915274985]",0.8826124860661876,"{'kernel': 'sigmoid', 'C': 1.1818390883060221, 'coef0': 2.2649577519793795, 'gamma': 'scale', 'epsilon': 0.5583672722754819}",COMPLETE,sigmoid,scale,auto,,2.2649577519793795,,
5,0.004608220331772439,2025-09-22 02:19:51.723490,2025-09-22 02:19:51.725583,0 days 00:00:00.002093,0.006685373335828941,0.0010758866306767928,"[0.0712581205790993, 0.11193492384546233, 0.10671785026340963, -0.11711608796183692, -0.14975370506727215]",0.11404562092191693,"{'kernel': 'sigmoid', 'C': 0.006685373335828941, 'coef0': 3.410663510502585, 'gamma': 1.836691094652907, 'epsilon': 0.0010758866306767928}",COMPLETE,sigmoid,,manual,,3.410663510502585,,1.836691094652907
6,-0.16344324381639214,2025-09-22 02:19:51.725868,2025-09-22 02:19:51.727725,0 days 00:00:00.001857,9.118098432074817,0.3880279700786686,"[-0.056895434739831385, -0.001134421753026249, -0.041293248402845206, -0.3058337473745325, -0.4120593668117254]",0.16413545798206652,"{'kernel': 'sigmoid', 'C': 9.118098432074817, 'coef0': 8.172222002012159, 'gamma': 'scale', 'epsilon': 0.3880279700786686}",COMPLETE,sigmoid,scale,auto,,8.172222002012159,,
7,-0.05409326593877508,2025-09-22 02:19:51.727905,2025-09-22 02:19:51.729698,0 days 00:00:00.001793,252.64362435704464,0.3876511170911629,"[0.06757594393697974, 0.12827261453302885, 0.029318014201726972, -0.2141660387041464, -0.28146686366146456]",0.16269001086045676,"{'kernel': 'sigmoid', 'C': 252.64362435704464, 'coef0': 6.33101457273268, 'gamma': 0.22684753958641254, 'epsilon': 0.3876511170911629}",COMPLETE,sigmoid,,manual,,6.33101457273268,,0.22684753958641254
8,-0.10681732390475225,2025-09-22 02:19:51.729874,2025-09-22 02:19:51.731867,0 days 00:00:00.001993,210.14475048247203,0.026651167490553532,"[-0.0213798276752466, 0.0021171348343564933, -0.0017258190426296949, -0.2409095255096727, -0.27218858213056873]",0.12291369169899603,"{'kernel': 'sigmoid', 'C': 210.14475048247203, 'coef0': 7.798755458576238, 'gamma': 'auto', 'epsilon': 0.026651167490553532}",COMPLETE,sigmoid,auto,auto,,7.798755458576238,,
9,-0.1076592033848706,2025-09-22 02:19:51.732073,2025-09-22 02:19:51.734026,0 days 00:00:00.001953,0.0011354873746139864,0.05855726588796254,"[-0.019395380490029313, 0.0041314056925411125, -0.0015049764961860834, -0.22789369411085603, -0.2936333715198227]",0.12696384254571805,"{'kernel': 'sigmoid', 'C': 0.0011354873746139864, 'coef0': 1.014715428660321, 'gamma': 'auto', 'epsilon': 0.05855726588796254}",COMPLETE,sigmoid,auto,auto,,1.014715428660321,,
10,-0.03360196542931597,2025-09-22 02:19:51.734199,2025-09-22 02:19:51.737594,0 days 00:00:00.003395,0.0024949337330040055,0.0025724391487280435,"[0.046808534290587955, 0.060770295405580654, 0.06657550981546112, -0.14212574845796633, -0.20003841820024326]",0.11391751658154337,"{'kernel': 'sigmoid', 'C': 0.0024949337330040055, 'coef0': 4.996900155738619, 'gamma': 5.818926007181243, 'epsilon': 0.0025724391487280435}",COMPLETE,sigmoid,,manual,,4.996900155738619,,5.818926007181243
11,-0.10754287771107225,2025-09-22 02:19:51.737790,2025-09-22 02:19:51.741776,0 days 00:00:00.003986,0.07866971805568873,0.0028039369750565905,"[-0.027957506353174955, -0.005968571507384501, -0.004924077167177909, -0.2281787133193618, -0.2706855202082621]",0.1169190453894306,"{'kernel': 'sigmoid', 'C': 0.07866971805568873, 'coef0': 4.055560251979076, 'gamma': 0.0020287431221974283, 'epsilon': 0.0028039369750565905}",COMPLETE,sigmoid,,manual,,4.055560251979076,,0.0020287431221974283
12,-0.10535728001481401,2025-09-22 02:19:51.742009,2025-09-22 02:19:51.745330,0 days 00:00:00.003321,0.027161896201015518,0.00012778036692855205,"[-0.02577104247533435, -0.0036781430354124733, -0.003035918143315497, -0.22603184811883636, -0.2682694483011714]",0.11682893747754389,"{'kernel': 'sigmoid', 'C': 0.027161896201015518, 'coef0': 2.471009215442641, 'gamma': 0.03250755516465368, 'epsilon': 0.00012778036692855205}",COMPLETE,sigmoid,,manual,,2.471009215442641,,0.03250755516465368
13,-0.10755554937678524,2025-09-22 02:19:51.745536,2025-09-22 02:19:51.748816,0 days 00:00:00.003280,8.979586755094195,0.0009115093028958406,"[-0.027970459073185516, -0.005981860499156388, -0.004934944013517795, -0.22819034127963644, -0.27070014201843007]",0.11691954553590891,"{'kernel': 'sigmoid', 'C': 8.979586755094195, 'coef0': 4.700277713568053, 'gamma': 1.7232349336481177e-05, 'epsilon': 0.0009115093028958406}",COMPLETE,sigmoid,,manual,,4.700277713568053,,1.7232349336481177e-05
14,0.3480184392349976,2025-09-22 02:19:51.749022,2025-09-22 02:19:51.752339,0 days 00:00:00.003317,0.019678520188897052,0.007974116942879117,"[0.38883232882482344, 0.36324661664370206, 0.519549937933637, 0.354701654259003, 0.11376165851382225]",0.13133288292986545,"{'kernel': 'sigmoid', 'C': 0.019678520188897052, 'coef0': 6.070323587703556, 'gamma': 9.149075509836983, 'epsilon': 0.007974116942879117}",COMPLETE,sigmoid,,manual,,6.070323587703556,,9.149075509836983
15,0.20313017322102125,2025-09-22 02:19:51.752542,2025-09-22 02:19:51.756012,0 days 00:00:00.003470,0.013970277645806353,0.008458121766965518,"[0.26709711908968115, 0.2746168280225125, 0.3335702030418356, 0.11527357379492176, 0.025093142156155213]",0.11457109570152216,"{'kernel': 'sigmoid', 'C': 0.013970277645806353, 'coef0': 6.183542740050975, 'gamma': 6.203936134508959, 'epsilon': 0.008458121766965518}",COMPLETE,sigmoid,,manual,,6.183542740050975,,6.203936134508959
16,0.4777494660971485,2025-09-22 02:19:51.756254,2025-09-22 02:19:51.759626,0 days 00:00:00.003372,0.05215966819267305,0.014590639549596834,"[0.2851017404496814, 0.370681926165788, 0.7821452473889682, 0.6378452936340523, 0.31297312284725287]",0.19698493001338252,"{'kernel': 'sigmoid', 'C': 0.05215966819267305, 'coef0': 6.50992782121629, 'gamma': 9.221380325166809, 'epsilon': 0.014590639549596834}",COMPLETE,sigmoid,,manual,,6.50992782121629,,9.221380325166809
17,-0.11905186900572691,2025-09-22 02:19:51.759833,2025-09-22 02:19:51.763119,0 days 00:00:00.003286,0.1039974460601616,0.07192507822555932,"[-0.0320521287584441, -0.006490229749760212, -0.013466870732829817, -0.23622778249332232, -0.3070223332942781]",0.12684664713099728,"{'kernel': 'sigmoid', 'C': 0.1039974460601616, 'coef0': 6.515006811805267, 'gamma': 0.39884700006691065, 'epsilon': 0.07192507822555932}",COMPLETE,sigmoid,,manual,,6.515006811805267,,0.39884700006691065
18,-2.220444010482045,2025-09-22 02:19:51.763340,2025-09-22 02:19:51.766768,0 days 00:00:00.003428,0.20264236233653138,0.011660359603014132,"[-1.2241969753427644, -3.1306266274001002, -0.3859261881582523, -4.744836891735797, -1.6166333697733117]",1.544250167579395,"{'kernel': 'sigmoid', 'C': 0.20264236233653138, 'coef0': 7.876587734016233, 'gamma': 8.065890537524298, 'epsilon': 0.011660359603014132}",COMPLETE,sigmoid,,manual,,7.876587734016233,,8.065890537524298
19,-0.10756008146994053,2025-09-22 02:19:51.766977,2025-09-22 02:19:51.770171,0 days 00:00:00.003194,0.031685943356061015,0.008722000380270562,"[-0.02797500817626708, -0.005986618905847507, -0.004938729852910662, -0.2281953586687857, -0.27070469174589173]",0.11691973996127333,"{'kernel': 'sigmoid', 'C': 0.031685943356061015, 'coef0': 9.606353357907768, 'gamma': 0.13891762731736768, 'epsilon': 0.008722000380270562}",COMPLETE,sigmoid,,manual,,9.606353357907768,,0.13891762731736768
20,-0.5650911625814298,2025-09-22 02:19:51.770372,2025-09-22 02:19:51.773928,0 days 00:00:00.003556,0.3701421395500312,0.0787094301213817,"[-0.6661705483445857, -0.24335405570701263, 0.013862864255372531, -1.0472911329573926, -0.8825029401535307]",0.39552158508197405,"{'kernel': 'sigmoid', 'C': 0.3701421395500312, 'coef0': 6.950223908868068, 'gamma': 0.9989382914710925, 'epsilon': 0.0787094301213817}",COMPLETE,sigmoid,,manual,,6.950223908868068,,0.9989382914710925
21,0.14514850131762175,2025-09-22 02:19:51.774145,2025-09-22 02:19:51.777455,0 days 00:00:00.003310,0.00976920230057095,0.008517969403714874,"[0.2025279102995161, 0.20779292387837034, 0.28858902388915253, 0.0662003666034433, -0.03936771808237349]",0.1166798585576707,"{'kernel': 'sigmoid', 'C': 0.00976920230057095, 'coef0': 5.718649032890361, 'gamma': 9.066074642503002, 'epsilon': 0.008517969403714874}",COMPLETE,sigmoid,,manual,,5.718649032890361,,9.066074642503002
22,-0.006314176994973853,2025-09-22 02:19:51.777643,2025-09-22 02:19:51.781021,0 days 00:00:00.003378,0.010763711941677172,0.02249176407845425,"[0.06669993914195638, 0.1257540184762883, 0.10719403966055419, -0.16295132123505351, -0.16826756101861462]",0.13146959968829852,"{'kernel': 'sigmoid', 'C': 0.010763711941677172, 'coef0': 5.6632162658231655, 'gamma': 2.335370979802269, 'epsilon': 0.02249176407845425}",COMPLETE,sigmoid,,manual,,5.6632162658231655,,2.335370979802269
23,0.01582311694158951,2025-09-22 02:19:51.781208,2025-09-22 02:19:51.784520,0 days 00:00:00.003312,0.03475314533765392,0.0037898862186993057,"[0.10908021849287575, 0.20218296504317113, 0.07492721513675693, -0.22122216465697542, -0.08585264930788084]",0.15063107340002285,"{'kernel': 'sigmoid', 'C': 0.03475314533765392, 'coef0': 7.261249452545623, 'gamma': 1.6419111203509458, 'epsilon': 0.0037898862186993057}",COMPLETE,sigmoid,,manual,,7.261249452545623,,1.6419111203509458
24,-0.11358860816074481,2025-09-22 02:19:51.784709,2025-09-22 02:19:51.788166,0 days 00:00:00.003457,0.003474746030132661,0.029125274420017448,"[-0.028623111501498766, -0.006275007263711219, -0.005937817184588967, -0.2444900175355169, -0.2826170873184082]",0.12331248363445323,"{'kernel': 'sigmoid', 'C': 0.003474746030132661, 'coef0': 8.921596861058156, 'gamma': 0.08450977357009216, 'epsilon': 0.029125274420017448}",COMPLETE,sigmoid,,manual,,8.921596861058156,,0.08450977357009216
25,-0.07100906435099541,2025-09-22 02:19:51.788371,2025-09-22 02:19:51.791823,0 days 00:00:00.003452,0.0011163232266008431,0.003763547687105765,"[0.008524987346221091, 0.026332506649501375, 0.03156919883729581, -0.18557134063047798, -0.23590067395751735]",0.11544444981714169,"{'kernel': 'sigmoid', 'C': 0.0011163232266008431, 'coef0': 5.623482895755858, 'gamma': 9.279298437595418, 'epsilon': 0.003763547687105765}",COMPLETE,sigmoid,,manual,,5.623482895755858,,9.279298437595418
26,-0.12473181211252315,2025-09-22 02:19:51.792032,2025-09-22 02:19:51.795221,0 days 00:00:00.003189,0.01691835313038164,0.1539946682675231,"[-0.04272827243726662, -0.0018141738406909358, -0.013430796068895301, -0.25255812538092015, -0.31312769283484276]",0.13118979893792743,"{'kernel': 'sigmoid', 'C': 0.01691835313038164, 'coef0': 4.455680811580647, 'gamma': 'scale', 'epsilon': 0.1539946682675231}",COMPLETE,sigmoid,scale,auto,,4.455680811580647,,
27,-0.07628090683336115,2025-09-22 02:19:51.795428,2025-09-22 02:19:51.798768,0 days 00:00:00.003340,0.07504518635414192,0.014493166176915333,"[0.02141679980672695, 0.05486743942612504, -0.0032754454094343632, -0.23761880889701814, -0.21679451909320524]",0.12477862146991626,"{'kernel': 'sigmoid', 'C': 0.07504518635414192, 'coef0': 6.456545409756122, 'gamma': 0.7922182663466462, 'epsilon': 0.014493166176915333}",COMPLETE,sigmoid,,manual,,6.456545409756122,,0.7922182663466462
28,-0.10756008962244393,2025-09-22 02:19:51.798963,2025-09-22 02:19:51.802279,0 days 00:00:00.003316,0.0037264354406248506,0.005217419244681424,"[-0.027975016275857856, -0.005986628179003528, -0.004938736292574575, -0.22819536716873867, -0.270704700196045]",0.11691974022920248,"{'kernel': 'sigmoid', 'C': 0.0037264354406248506, 'coef0': 8.504557381880833, 'gamma': 0.0015490615516189975, 'epsilon': 0.005217419244681424}",COMPLETE,sigmoid,,manual,,8.504557381880833,,0.0015490615516189975
29,-14.195077541489628,2025-09-22 02:19:51.802478,2025-09-22 02:19:51.806108,0 days 00:00:00.003630,0.5152504229554504,0.001591468292074324,"[-19.783863746820387, -15.637227989508961, -3.142601277805179, -14.966167978214413, -17.445526715099195]",5.772894612146552,"{'kernel': 'sigmoid', 'C': 0.5152504229554504, 'coef0': 7.209263772337801, 'gamma': 2.5054990859866058, 'epsilon': 0.001591468292074324}",COMPLETE,sigmoid,,manual,,7.209263772337801,,2.5054990859866058
30,-323.8059247699556,2025-09-22 02:19:51.806336,2025-09-22 02:19:51.809743,0 days 00:00:00.003407,2.098662010032551,0.042851314424457485,"[-442.8823042284795, -356.8186789499895, -137.05478611819282, -510.18130240851633, -172.09255214460003]",146.89979080618716,"{'kernel': 'sigmoid', 'C': 2.098662010032551, 'coef0': 5.6003066917328495, 'gamma': 3.2646661286409318, 'epsilon': 0.042851314424457485}",COMPLETE,sigmoid,,manual,,5.6003066917328495,,3.2646661286409318
31,0.15273173660404743,2025-09-22 02:19:51.809935,2025-09-22 02:19:51.813505,0 days 00:00:00.003570,0.009868830248944947,0.0064236537635926644,"[0.20766444874972323, 0.21317215453786142, 0.2947871829347529, 0.08238232013011781, -0.034347423332218296]",0.1155837785301995,"{'kernel': 'sigmoid', 'C': 0.009868830248944947, 'coef0': 5.706239935605801, 'gamma': 9.684173487037219, 'epsilon': 0.0064236537635926644}",COMPLETE,sigmoid,,manual,,5.706239935605801,,9.684173487037219
